episode,score,total_reward,avg_loss,epsilon,steps
452,21,222.3800000000005,3.1646453722690544,0.10376060541355137,384
453,19,200.50000000000068,3.1461652053727045,0.1032418023864836,270
454,28,298.5399999999995,3.18703153223931,0.10272559337455119,395
455,10,101.17000000000034,2.990809573632915,0.10221196540767843,164
456,6,58.54000000000016,3.4179299763873616,0.10170090558064004,113
457,1,1.1799999999999997,3.3736913402875266,0.10119240105273684,24
458,6,55.16000000000014,3.2801699952764825,0.10068643904747315,91
459,5,42.88000000000002,3.0219713825928536,0.10018300685223579,38
460,5,45.29000000000009,3.1549160836756913,0.0996820918179746,87
461,8,76.70000000000024,3.526305773678948,0.09918368135888474,119
462,24,256.31000000000074,3.3557850560173392,0.09868776295209031,384
463,21,224.3700000000007,3.2266989073283234,0.09819432413732986,355
464,7,67.74000000000017,3.270597246655247,0.09770335251664321,114
465,11,113.45000000000037,3.329021642437089,0.09721483575406,177
466,3,24.48000000000006,3.3129619913441792,0.09672876157528969,56
467,22,234.03000000000068,3.3466021689501675,0.09624511776741324,330
468,16,165.22000000000045,3.275150117208791,0.09576389217857617,215
469,5,45.880000000000166,3.5821321326859143,0.09528507271768329,98
470,10,96.85000000000024,3.429947859254377,0.09480864735409487,116
471,10,101.46000000000033,3.3072983503341673,0.0943346041173244,145
472,15,156.4200000000004,3.5094543712161412,0.09386293109673778,214
473,4,34.60000000000008,3.2532740372877855,0.09339361644125409,65
474,12,123.59000000000043,3.4784432682006257,0.09292664835904782,184
475,6,55.55000000000008,3.2526770597550927,0.09246201511725258,82
476,21,222.48000000000064,3.3683486554273374,0.09199970504166631,314
477,7,66.33000000000015,3.521730330411126,0.09153970651645797,85
478,6,54.890000000000086,3.3083447638679955,0.09108200798387568,68
479,11,109.91000000000031,3.4315247504126947,0.0906265979439563,151
480,9,87.93000000000023,3.6654454035179636,0.09017346495423652,107
481,17,180.99000000000066,3.192312354035031,0.08972259762946533,289
482,10,101.66000000000038,3.150231410717142,0.089273984641318,145
483,7,69.5100000000002,2.846718191161869,0.0888276147181114,127
484,11,109.47000000000031,3.3615646415286595,0.08838347664452084,135
485,9,88.54000000000023,3.0144429052698203,0.08794155926129824,116
486,7,66.2400000000001,2.9543324567022777,0.08750185146499175,84
487,2,12.389999999999997,3.4688120870029224,0.08706434220766679,34
488,22,236.84000000000094,3.1737548823201904,0.08662902049662846,339
489,7,66.28000000000016,3.1625483721494674,0.08619587539414532,80
490,4,35.27000000000007,2.8294660115943238,0.08576489601717459,68
491,16,167.29000000000048,3.0776310618184195,0.08533607153708872,238
492,17,178.3700000000006,2.9913691590981655,0.08490939117940327,251
493,4,32.910000000000025,2.854339163411747,0.08448484422350626,44
494,2,12.139999999999997,3.045400492076216,0.08406242000238873,29
495,11,114.81000000000044,3.1633425601086214,0.08364210790237678,201
496,13,134.78000000000043,3.160404204714055,0.0832238973628649,196
497,16,168.3300000000005,2.994408826189717,0.08280777787605056,254
498,16,166.2600000000005,2.913496956164703,0.08239373898667031,231
499,6,57.140000000000185,2.9598682580455655,0.08198177029173696,93
500,3,24.01000000000002,3.1705113626875967,0.08157186144027828,53
501,13,134.7900000000005,3.4526222833772984,0.0811640021330769,205
502,8,79.47000000000027,3.1934574688925887,0.08075818212241151,132
503,8,81.9800000000003,3.622242918867149,0.08035439121179945,151
504,20,204.22000000000043,3.333378976313912,0.07995261925574046,199
505,10,103.92000000000037,3.3989438997300643,0.07955285615946175,179
506,19,195.94000000000045,3.34781192467276,0.07915509187866444,226
507,6,57.650000000000176,3.6051979841930524,0.07875931641927113,112
508,7,67.28000000000019,3.575159331560135,0.07836551983717477,100
509,25,266.9800000000002,3.483322532012545,0.07797369223798889,348
510,24,252.56000000000057,3.4261117625776616,0.07758382377679894,309
511,9,87.68000000000023,3.564456146137387,0.07719590465791494,102
512,1,1.7799999999999976,3.6918454815944037,0.07680992513462537,24
513,13,134.6700000000005,3.3529707719831903,0.07642587550895225,197
514,9,88.95000000000027,3.6045100507736207,0.07604374613140748,125
515,10,103.81000000000044,3.5191202110052107,0.07566352740075044,200
516,15,157.57000000000056,3.6281944622639486,0.07528520976374668,229
517,11,110.45000000000032,3.537228391118293,0.07490878371492794,137
518,24,256.66000000000054,3.5688682599558366,0.0745342397963533,379
519,4,35.070000000000064,3.3719292808981502,0.07416156859737154,68
520,10,101.62000000000042,3.386120871679317,0.07379076075438468,169
521,10,100.54000000000029,3.6363457084572226,0.07342180695061275,137
522,1,1.33,3.7966681781568026,0.07305469791585968,19
523,4,34.17000000000003,3.412502874588144,0.07268942442628039,58
524,8,77.49000000000024,3.784670610861345,0.07232597730414898,110
525,5,44.94000000000011,3.5031985772980585,0.07196434741762824,72
526,1,1.2599999999999998,3.3827220275998116,0.0716045256805401,16
527,20,209.90000000000063,3.509476601857541,0.0712465030521374,271
528,9,91.0600000000003,3.44094458139605,0.0708902705368767,144
529,6,57.32000000000011,3.2735446854641563,0.07053581918419231,95
530,13,129.3800000000003,3.7692703994420858,0.07018314008827135,156
531,21,220.75000000000063,3.490820238306204,0.06983222438783,277
532,1,1.17,4.208222818374634,0.06948306326589085,15
533,10,97.2100000000002,3.5914915001392362,0.0691356479495614,100
534,7,66.78000000000019,3.660829382472568,0.06878996970981359,90
535,17,184.82000000000076,3.550656441269042,0.06844601986126451,316
536,11,110.69000000000037,3.409283020917107,0.06810378976195819,153
537,1,0.5399999999999991,4.034858852624893,0.0677632708131484,8
538,27,295.62999999999886,3.639941147754067,0.06742445445908266,475
539,6,57.050000000000196,3.714616157438444,0.06708733218678724,92
540,15,155.59000000000037,3.605994948008765,0.0667518955258533,247
541,9,93.22000000000037,3.672049174706141,0.06641813604822402,168
542,41,449.0599999999935,3.50226856759314,0.0660860453679829,676
543,22,230.04000000000053,3.4622807673655958,0.06575561514114299,279
544,30,319.8199999999987,3.417224144046401,0.06542683706543727,429
545,8,76.67000000000019,3.2919129120266954,0.06509970288011008,92
546,16,165.6200000000005,3.7416992326115452,0.06477420436570952,215
547,3,21.31,3.577345671861068,0.06445033334388098,23
548,15,159.72000000000068,3.5406031238310263,0.06412808167716157,264
549,27,293.309999999999,3.476606800081304,0.06380744126877576,487
550,17,179.35000000000068,3.8425098770691943,0.06348840406243188,253
551,26,272.98000000000013,3.66020978924526,0.06317096204211972,309
552,7,65.13000000000011,3.3642348509568434,0.06285510723190912,65
553,13,129.7500000000003,3.5350868629929204,0.06254083169574957,149
554,1,1.9800000000000004,3.4803338746229806,0.062228127537270826,24
555,2,12.569999999999997,3.3604303101698556,0.06191698689958447,36
556,4,34.19000000000008,3.4840537841830934,0.061607401965086545,56
557,11,114.78000000000048,3.359888239005177,0.06129936495526111,194
558,11,113.17000000000039,3.4642858589017713,0.0609928681304848,185
559,36,381.349999999996,3.5237873298365896,0.060687903789832374,492
560,26,283.57999999999913,3.5863721987584256,0.06038446427088321,429
561,3,22.86,3.6799444650348865,0.06008254194952879,38
562,15,159.71000000000055,3.7741556915582395,0.05978212923978115,255
563,13,136.25000000000057,3.8969727313681823,0.05948321859358224,219
564,28,301.6199999999993,3.9132315022939546,0.05918580250061433,407
565,18,188.88000000000062,3.81529660433887,0.058889873488111255,251
566,8,83.31000000000037,3.753463266860871,0.058595424120670696,168
567,17,172.7900000000004,3.8557501636313263,0.05830244700006734,169
568,11,108.29000000000028,4.111598970615758,0.058010934765067,113
569,18,188.86000000000058,3.975466164204443,0.05772088009124167,253
570,18,185.76000000000042,3.745423905643416,0.05743227569078546,243
571,9,89.97000000000024,3.8151642714089493,0.05714511431233153,123
572,15,156.3000000000005,3.8273083226194657,0.05685938874076987,206
573,19,200.7400000000006,3.8823348907084245,0.056575091797066025,306
574,12,124.42000000000041,4.059746741624402,0.056292216338080694,191
575,14,147.57000000000045,3.7819569605973458,0.05601075525639029,248
576,3,25.740000000000094,4.1822928633008685,0.05573070148010834,70
577,15,154.69000000000042,3.9527028248394807,0.0554520479727078,197
578,5,43.950000000000074,4.564825138107675,0.05517478773284426,61
579,15,151.54000000000028,4.060687060709353,0.05489891379418004,162
580,6,55.34000000000013,4.7167218580637895,0.05462441922520914,73
581,5,44.510000000000076,4.372157962505634,0.0543512971290831,65
582,3,24.03,3.944424414167217,0.05407954064343768,51
583,0,-9.3,3.681656143882058,0.05380914294022049,11
584,3,22.890000000000043,4.64980411529541,0.05354009722551939,45
585,13,133.36000000000044,3.944555650936084,0.05327239673939179,178
586,22,239.33000000000095,4.29618643158012,0.053006034755694834,360
587,5,48.20000000000019,4.027879918521306,0.052741004581916356,106
588,15,158.72000000000054,4.086775325360845,0.052477299559006776,244
589,22,235.31000000000085,4.059470771096688,0.052214913061211746,362
590,12,124.32000000000045,4.218781583216968,0.05195383849590569,181
591,28,300.7599999999989,4.114845805300301,0.05169406930342616,433
592,19,200.3200000000007,4.1468887060052815,0.05143559895690903,288
593,21,223.12000000000072,4.125532713840748,0.051178420962124486,290
594,1,1.9799999999999986,4.061099996169408,0.05092252885731386,24
595,10,102.11000000000028,4.343592516581217,0.05066791621302729,150
596,13,132.47000000000043,4.650867421748274,0.05041457663196215,177
597,4,35.27000000000009,3.820311325437882,0.050162503748802344,68
598,39,425.37999999999477,3.978011209703363,0.05,602
599,19,203.30000000000058,4.192341389439322,0.05,330
600,4,36.660000000000096,4.293857180619542,0.05,79
601,11,109.42000000000031,4.297697580777681,0.05,130
602,2,10.629999999999999,4.562568283081054,0.05,10
603,17,178.12000000000052,4.536471476088037,0.05,286
604,7,70.47000000000027,3.974023633330833,0.05,131
605,30,327.469999999998,4.307721324467937,0.05,514
606,17,180.38000000000056,4.059769563164029,0.05,280
607,7,67.6800000000002,4.512587550878525,0.05,100
608,10,104.86000000000048,4.262344629055745,0.05,185
609,12,125.1100000000005,4.443396810090767,0.05,212
610,8,77.30000000000017,4.453111021205633,0.05,99
611,9,87.91000000000017,4.3434421152149865,0.05,109
612,12,128.4500000000005,4.5990775367792915,0.05,238
613,16,170.38000000000068,4.105510829958677,0.05,259
614,12,124.66000000000045,4.460085582102973,0.05,227
615,16,163.1700000000003,4.384261612515701,0.05,190
616,20,213.5300000000007,4.417409966856042,0.05,298
617,5,45.97000000000014,4.296438327318506,0.05,79
618,7,64.71000000000011,4.5035653256658295,0.05,67
619,17,180.2800000000006,4.6159576988220214,0.05,250
620,0,-9.01,5.856442769368489,0.05,12
621,3,26.03000000000003,5.005868769027818,0.05,71
622,14,147.15000000000052,4.753559416791667,0.05,230
623,15,162.84000000000074,4.65466919497532,0.05,272
624,8,76.08000000000013,4.013002613444387,0.05,81
625,18,188.8300000000006,4.296585870467551,0.05,246
626,29,310.4299999999988,4.46481098163046,0.05,437
627,12,123.47000000000048,4.583186653195595,0.05,196
628,5,45.32000000000011,4.927300453186035,0.05,74
629,19,204.18000000000077,4.573518693447113,0.05,302
630,22,233.76000000000064,4.46115592969667,0.05,327
631,2,12.819999999999997,4.86060924646331,0.05,41
632,23,244.6000000000007,4.5767747427141945,0.05,344
633,12,123.27000000000035,4.16704599423842,0.05,176
634,22,224.08000000000024,4.5671362760020235,0.05,255
635,6,56.520000000000124,4.845874581838909,0.05,95
636,17,178.2400000000005,4.8529518068346205,0.05,234
637,14,141.22000000000023,4.372469998508519,0.05,173
638,14,143.39000000000038,4.657528273520931,0.05,186
639,14,145.0600000000005,4.451384191790586,0.05,189
640,2,12.709999999999997,5.2738574005308605,0.05,42
641,13,133.31000000000043,4.1397678555602235,0.05,193
642,1,1.3499999999999996,4.667735744925106,0.05,17
643,23,248.6200000000007,4.4752870789214745,0.05,402
644,9,92.10000000000039,4.0326560392975805,0.05,160
645,29,310.91999999999814,4.224768934637736,0.05,418
646,13,131.42000000000036,4.2748125109233355,0.05,152
647,19,202.30000000000067,4.451225866120437,0.05,290
648,16,171.78000000000057,4.340044685162097,0.05,279
649,10,98.92000000000029,4.497861460477364,0.05,119
650,8,80.3800000000003,4.529198546446007,0.05,131
651,7,70.20000000000019,4.308442668989301,0.05,128
652,4,33.33000000000003,4.123731102262225,0.05,42
653,14,143.27000000000038,4.228529574496023,0.05,178
654,16,167.5000000000006,4.312911673264357,0.05,227
655,25,271.2900000000003,4.313792561723208,0.05,407
656,9,90.42000000000033,4.937100552223824,0.05,148
657,7,64.42000000000009,4.414487325783932,0.05,66
658,5,46.350000000000136,3.9348146017686823,0.05,81
659,16,164.4300000000004,4.244379359133103,0.05,204
660,14,146.60000000000053,4.28810715675354,0.05,215
661,24,258.91999999999996,4.914046720997371,0.05,393
662,3,22.190000000000012,4.667951488494873,0.05,35
663,10,100.14000000000023,4.7914042176991485,0.05,137
664,29,313.6099999999988,4.864327069720931,0.05,459
665,23,241.3700000000006,4.7694449448826335,0.05,297
666,24,255.86000000000035,4.591201466432033,0.05,379
667,12,127.14000000000055,4.768716167641557,0.05,219
668,23,242.05000000000055,4.736213907471359,0.05,349
669,18,190.5500000000006,4.767297308810436,0.05,274
670,20,208.71000000000058,4.666630560159684,0.05,260
671,6,56.10000000000011,5.120917673234816,0.05,77
672,19,202.8800000000007,4.818626412790116,0.05,292
673,14,143.07000000000042,5.16448541705528,0.05,178
674,32,345.52999999999764,4.6394702972150315,0.05,510
675,4,33.310000000000045,4.371772386810997,0.05,44
676,16,171.1100000000006,4.887504773727362,0.05,276
677,7,66.88000000000017,4.757090213298798,0.05,100
678,6,57.41000000000018,4.45125309502085,0.05,96
679,8,79.12000000000026,4.562126255442953,0.05,117
680,20,211.93000000000072,4.952362161746128,0.05,278
681,12,118.17000000000021,4.733466940106086,0.05,106
682,19,202.3500000000006,4.82566315068139,0.05,315
683,9,90.53000000000021,4.66945421977306,0.05,127
684,11,116.36000000000047,4.844510386387507,0.05,216
685,30,320.37999999999835,4.825857266386831,0.05,413
686,19,202.95000000000064,4.953495306817312,0.05,315
687,14,151.42000000000073,4.898663363613925,0.05,273
688,19,199.5400000000006,5.054700525631582,0.05,266
689,8,81.50000000000028,4.768454992513862,0.05,139
690,35,379.20999999999674,4.628732253808891,0.05,565
691,30,320.9899999999979,4.847662555416245,0.05,442
692,19,202.75000000000037,4.544773972873957,0.05,355
693,14,145.51000000000042,4.854596443822451,0.05,214
694,12,126.01000000000045,4.551896062817904,0.05,202
695,6,57.31000000000013,4.659907258906454,0.05,106
696,32,344.479999999997,4.615124442244089,0.05,465
697,1,3.3299999999999965,4.798595660772079,0.05,39
698,17,175.7400000000005,4.806586962120206,0.05,204
699,15,162.36000000000067,4.6632575767380855,0.05,280
700,14,144.5900000000004,5.006564356306548,0.05,186
701,18,191.26000000000073,5.002566408325028,0.05,273
702,2,11.779999999999998,4.441613674163818,0.05,25
703,13,133.95000000000047,5.257449073766274,0.05,189
704,15,157.50000000000048,5.270217235109447,0.05,226
705,18,194.02000000000038,4.907751178235527,0.05,377
706,3,23.24000000000001,5.673215639591217,0.05,40
707,12,121.38000000000031,5.312419854440996,0.05,155
708,11,110.78000000000031,4.711267883208261,0.05,134
709,3,22.879999999999995,5.165102640787761,0.05,36
710,23,245.62000000000086,4.97822197975471,0.05,342
711,9,88.5300000000002,4.813114081780742,0.05,127
712,21,222.3000000000007,4.930029457562591,0.05,292
713,24,259.88,5.1479797156091305,0.05,397
714,19,201.80000000000067,4.917377807412829,0.05,280
715,31,341.95999999999776,4.857045841528408,0.05,536
716,7,66.95000000000017,4.851082671035841,0.05,103
717,34,364.6299999999973,4.959065756115181,0.05,482
718,25,268.2799999999998,5.06739092693127,0.05,378
719,25,269.19999999999976,5.090425503371384,0.05,406
720,3,24.14,4.98769097328186,0.05,50
721,4,33.40000000000003,5.191464053259955,0.05,45
722,29,316.02999999999724,4.671912394059256,0.05,497
723,14,144.88000000000048,4.499449550786758,0.05,187
724,24,252.01000000000062,4.916507136669888,0.05,314
725,17,174.7700000000005,4.55621121984079,0.05,251
726,16,169.72000000000062,4.806016421804623,0.05,245
727,17,176.22000000000065,4.686644937249198,0.05,276
728,1,1.2599999999999998,5.175754331052303,0.05,16
729,15,156.9300000000005,4.800111079999539,0.05,213
730,10,99.4000000000003,5.029525839645444,0.05,131
731,25,271.26000000000005,4.367616913914681,0.05,400
732,8,79.73000000000022,5.026309549808502,0.05,126
733,7,66.66000000000014,5.218449304743511,0.05,82
734,10,99.10000000000029,4.816883870392791,0.05,121
735,4,35.360000000000085,4.666114551433618,0.05,69
736,17,175.36000000000053,4.935470381058937,0.05,242
737,18,187.8600000000005,4.665589693506716,0.05,253
738,13,136.60000000000042,4.658922397087667,0.05,214
739,10,97.78000000000024,4.744128478311859,0.05,113
740,16,164.81000000000043,4.677344299772734,0.05,186
741,15,158.70000000000053,4.479268897839678,0.05,246
742,9,90.18000000000032,4.881424640164231,0.05,132
743,29,305.77999999999776,4.745355588136887,0.05,392
744,44,475.8999999999933,4.769559603779256,0.05,595
745,8,78.56000000000022,4.920287006724197,0.05,113
746,7,65.54000000000013,4.9685129233308745,0.05,74
747,38,417.3099999999962,4.608760025316072,0.05,618
748,25,272.55999999999995,4.844982872452847,0.05,430
749,9,87.72000000000016,4.596671468141127,0.05,98
750,20,210.40000000000066,4.769406669928935,0.05,281
751,9,89.80000000000028,4.03039666047463,0.05,130
752,2,11.149999999999999,3.6254324118296304,0.05,18
753,19,204.70000000000078,4.521482047342485,0.05,310
754,17,180.5700000000007,4.320559413230727,0.05,271
755,15,157.94000000000057,4.823644759241215,0.05,242
756,12,123.50000000000037,4.5650765316082484,0.05,183
757,13,134.8700000000003,5.005569199812577,0.05,217
758,12,122.21000000000035,4.620807298907527,0.05,162
759,16,166.02000000000046,4.45066041084046,0.05,235
760,19,199.51000000000056,4.812942557864719,0.05,279
761,11,112.77000000000045,5.231302376695582,0.05,185
762,1,0.2699999999999996,3.8855119705200196,0.05,5
763,9,90.71000000000032,5.025405086926966,0.05,149
764,29,316.299999999998,5.166931225776672,0.05,500
765,19,197.50000000000043,4.777715451187557,0.05,270
766,21,231.93000000000114,5.173464110321867,0.05,399
767,31,328.7999999999989,4.681786852302374,0.05,432
768,9,90.2600000000003,4.737357341580921,0.05,144
769,31,325.8899999999981,5.1544684447989555,0.05,453
770,2,13.239999999999998,5.330569313122676,0.05,39
771,9,88.10000000000022,4.88416877090931,0.05,120
772,10,97.1700000000003,5.134279494484265,0.05,144
773,14,142.94000000000045,4.676673543387355,0.05,181
774,8,83.07000000000035,4.486232261325037,0.05,172
775,18,188.64000000000047,5.043838068550708,0.05,255
776,7,66.04000000000016,4.802321468080793,0.05,84
777,7,64.96000000000006,4.670419885052575,0.05,72
778,11,109.3600000000003,4.859320104122162,0.05,136
779,8,74.44000000000017,5.018124253409249,0.05,105
780,2,10.809999999999999,4.485436201095581,0.05,12
781,5,46.080000000000155,4.5533610337819805,0.05,78
782,2,11.689999999999998,4.429453978935878,0.05,24
783,8,82.00000000000028,5.315407716187854,0.05,149
784,12,119.59000000000029,5.956560377151735,0.05,124
785,19,198.49000000000058,5.003072480132297,0.05,261
786,15,154.53000000000046,4.583305503420261,0.05,193
787,12,123.09000000000037,5.221271841005347,0.05,174
788,1,1.799999999999999,6.273991541428999,0.05,22
789,27,289.62999999999965,5.010887670199076,0.05,375
790,2,11.869999999999997,5.776564157926119,0.05,26
791,10,103.67000000000033,5.165115579106342,0.05,174
792,6,58.250000000000185,5.443389415740967,0.05,112
793,31,332.48999999999893,4.7451036215983065,0.05,413
794,31,334.8699999999979,5.0620017588766,0.05,475
795,12,123.58000000000033,4.940927736418588,0.05,175
796,13,138.63000000000062,5.504566258909296,0.05,241
797,22,237.9200000000008,4.874087306367098,0.05,371
798,30,323.729999999998,5.183198868495519,0.05,488
799,13,134.73000000000047,4.538172316800861,0.05,191
800,17,182.6900000000007,5.068951737521883,0.05,299
